text,label
"I hear it`s a scorcher back home - all we`ve got here are clouds  Back in the studio, maybe if we`re lucky we might get 2 songs done 2day!",spam
 so technically....i havent really gotten out of bed. so i think you`re right and i`m gonna stay here!,spam
" Yeah, I`ll probably `stop` when ALL of my stories are completely finished. That won`t be for a while though. Wide awake.",spam
 NOPE.  It`s been years since it`s happened like this.,spam
"Trying this twitter thing out. Facebook is finally a routine for me, now i need to figure out how to do the twitter thing",spam
 see u Next Saturday With Mr ,spam
 I miss you terribly,spam
 i`ll have to be more creative in choosing my next alias.  Adding the N to the front obviously was not stealthy enought.,spam
"_s  tried to reply back to you, but you need to follow me for me to DM - we have many friends in common is the short answer",spam
"I bought a Leica M8, charger arrived DOA. Called Leica,  got transferred around and left a VM.  atleast the RF isn`t misaligned...",spam
Oh yeah the camera clipping problems with Void are now completely fixed  yay me for fiddling about,notspam
 all of em! Hahahahaha sry,spam
got the twilight board game today  good old ebay..,notspam
"48 Laws of Power by Robert Greene. It`s a little bit much for me, but is anyone interested in a copy? DM me if you are",notspam
 i`m a real BOY goddamit!!!!!!!!!!!!!! guh. apostro. i feel sad. the library lady thinks i`m stupid. SHE`S STUPID.  j,spam
"  I`ve run out of earl grey, so having lemon tea instead, then whb for me too",spam
finally made it to the QC...happy mother`s day!  got my car!!,notspam
 now i`m done! good nite,notspam
  i have no one to watch it with! ma peeps  are actually focused on their finals already!,spam
 Oh it`s been so long I can`t remember,spam
Download movie  Notorious http://tinyurl.com/d2u4gs cool #movie,notspam
Want to hang out with beth and tenaya and their hubbys tonight....but jon wants to hang out with some other people,spam
Talking to Sarah and Lisa!,spam
tweeterizing from a mobile,spam
" Hi! Waking up, and not lazy at all. You would be proud of me, 8 am here!!! Btw, nice colour, not burnt.",notspam
seagull hates me and im utterly depressed about it. i miss him.,spam
I want to get super pretty  and i want a cig,spam
Wasabi is recovering from surgery  http://apps.facebook.com/dogbook/profile/view/6121231,notspam
"omg, NO ICECREAM",spam
Is going to school.  leave me stuff.,spam
Have to run! I`ll be on later and hopefully can catch everyone I missed today. Working on web is a bear and so I miss a lot.,spam
"gosh, watchin cosmetic surgery nightmares on ITV , it is AWFUL",spam
Ive been passed out drunk for the passed couple of hours.  Good to go now,spam
    GRR! my stupid meebo is disconnecting me every 5 seconds,spam
 LMAO... just saw this. That sounds HELLA good. I have a hair appt at 7,notspam
"Ooh, new Bonkers is out tomorrow, nearly forgot about that",spam
" I`m not sure... But, 4719 fans in just a week is a wow to me! I guess they will soon overtake other Malaysian Page to be No.1.",notspam
Im so tired and sick  i have to be better on Sunday so i can sing morning and night,spam
I love the video for Da Funk by Daft Punk,notspam
 How lovely,notspam
Packing gym bag. Off to the gym in a bit. Squee! I`m my happiest whem I`m on the go.,notspam
"happy mothers day mommy  i love you so much, dono what id do without you ??",notspam
Homework & Study Guides,spam
grrr hate when i make careless mistakes on docs i give to my partner,spam
 At least he`s in breakthrough performance tho. I just wanted him nominated in his own category,spam
The 3d version of Up sold out   regular version it is!,spam
And it`s gone.,spam
_RuGGeD_MaN hi vishal,spam
FINALLY-- Now I am me again.  I had to use internet explorer.  Firefox issues   Back to normal Tweeting.,spam
it`s friday but i have to work the weekend,spam
"Feeling some butterflies today   Study study study contracts; gonna ace this, then on to the write-on competition for the journals.",notspam
"Now comes the fun part  Because you can find only a few offers per country or you live outside US, your changes can be quite tiny.",notspam
"Watched Yes Man, it was good  http://tinyurl.com/dbrc88",notspam
 she forgot her words and then started crying  and she stopped singing but then carried on and then cried again so she stopped,spam
 hey Sherri -- don`t give up b/c they`re married; they may have a brother or a friend!,notspam
Sorry. Just think - 2.5 hrs till 2 days off!,spam
 I can`t. I`m on my iPod and it doesn`t have IM,spam
okay.. so i 'thought' i was getting sick... but NOPE!!!  HAHAHA PHEW! (sry mike lol - hope you get better soon!),notspam
grrrr youtube wont let me watch the  chat again,spam
 well that propels people to change direction. No point wasting your days on something you lost the passion for.,spam
"Hour fifteen drive. Just left, bored and ate half my food already",spam
contemplating getting my hair cut and having severe anxiety about it....,spam
"i am seriously........ addicted to talking to people haha. but i love it so i don`t care. and you can`t tell me otherwise, jerk.",spam
Excitement: 8 new followers overnight. Sadness: 6 of them are ad bots.,spam
" sorry Demi, just read post that you can attend BGT. Im sure your support for SB has helped tho  a world without paps PLZZ",spam
i wish i could go to meet in the middle tomorrow.,notspam
 pauly wallly ! you made my life **** happy as hell and i love you x3 you should reply back to me,notspam
"Lovin` , , & _Bailon SOOOO much right now!",spam
bye LA... I already miss you,spam
 haha dork .. That sounds so yummy .. Share!,notspam
ahhh i think my legs are burnt  they hurt,spam
 it`s trashy and sensationalist...so yes,spam
 hahaha now ur gonna tweet.... I awoke to 67 the other night haha Man the concerts here suck. Cali`s da place 2 be,spam
Happy Star Wars Day,notspam
 Thanks For The Follow.,notspam
 http://twitpic.com/3ernb - Loving The Jumper,notspam
Oh fml its probs gunna be at shepards bush  i hate it there,spam
" unfortunatly, just about to start making my way home  but via Singapore for a gig too, so fun ain`t over  just yet ;)",spam
 i wish we had sun lollies for me to get addicted  what flavour?,notspam
"I`m such a saddo, haha. But that actually makes me really happy. Warrens dead though",spam
 are you in need of another kiss attack??,spam
" hehe, I can almost hear out of my right ear now  Can you yet?",notspam
NKU - I can get that app after all!,spam
" saw a whole lot of your stuff at Africa Joy Casterbridge Farm, White River in Mpumalanga.was quite thrilled to see ur stuff",notspam
"_Mom Emailed you - it`ll be on the porch anytime. If you come tomorrow, we`ll have to miss you! Don`t worry about knocking!",spam
Tweetioi in class is a real problem  =Taylor=,spam
 hey hunnie  how are u?? I miss talkin to u! Ty for the follow,spam
I think i`m broke again.  :\,spam
http://twitpic.com/4jco5 - The Result of working the Green/Black fingers...,spam
"maaaaan! I spent an hour on a project for work, only to have the computer bork and crash and lost it all",spam
has made a decision and will stick to it although I`m really not sure it`s the right one,spam
Ahhhhh processing shipment  sooooooo much!!!!!,spam
I can`t find   hope he didn`t get eaten by anything last night...he jumped off the deck   he just wont stay in safe *sigh*,spam
my poor baby girl is poorly  x,spam
 Whooo Baby! Good luck,notspam
"_d Aaaww!! That`s so good to know, I`m glad James is doing great  We LOVE you guys! KIsses from Venezuela!",notspam
"Does `Real Detroit Weekly` not have a website.....Oh the horror, the horror",spam
Is going to be off line for the rest of the day. Made some progress on a game over the weekend.  you may not like me again.,spam
OMGod I`m soooo tired    I don`t think I have the energy to film today lol,spam
  is all mine  #twpp #shadez,spam
Writing an essay in college writing  so boring,spam
Just heard good vibrations and i thought of Charlie dying on Lost,spam
 I am surprised you haven`t fired  for announcing the whole world of they body they`d found 'Selfish',spam
" haha! i see...  go, wear BLUE! ) heey, ur watching JONAS! hahaha ) haven`t watched any ep yet.. hope it shows here soon!:p",notspam
 It`d be nice but soon we`ll have to Pay to Tweet,spam
 how do you win the trip to america? please reply xo,spam
 hahaha! YES I AM!  Lil Jon is the freakin jizzle! U know I named my 1st puppy after u? Lil Jizzle...remember? LOL...xoxox,spam
wonders why her Karma points turned into 0.00.  http://plurk.com/p/wxj54,spam
The sun is shining  Have a great day,notspam
Chaz`s Daily Happenings: 22:31 Watching E.R instead of a DVD. End of an era  # 11:09 The sun is out. Wooo  #.. http://tinyurl.com/lgwrum,spam
" Hahaha, that`s a cool pic that Sal made of Daniel and you. lol.",notspam
 Your sweetie is very lucky too!  #liberty,notspam
Anyone have a Super Nintendo Controller they want to sell me? Mine broke.,spam
" go to mid valley la ****  haha! never mind la, i don`t wanna go with you anyways",spam
Attempting to sleep. My puppy is sick already,spam
 i wanted to see that.  enjoy it!,notspam
hah.. finally got home...,spam
is sick in the doctors waiting room,spam
Why did i drive and how did i make it? Ahh margaritas are the BEST!!,notspam
 omg wow  I hope everything is ok now,notspam
"lazy day, staying off the foot as much as possible.",spam
#thingsmummysaid  You are the result of a broken condom.,spam
" oh okay cool, i love the fast and the furious can`t wait to see the new one",notspam
"So yeah, things aren`t going so well for me. I`m getting to feel like I haven`t felt in a long, long time.",spam
YES!! REPRIEVE!! One paper pushed back until Friday! That leaves just three more pages due by 4:00pm... not even a problem.,notspam
spending some quality time with my fender tele deluxe...true love,notspam
hmm icecream for breakfast  #springtime,spam
Wishing I could have seen my nephew graduate from kindergarten!,spam
 i (L u so much  See u at school todaay!,notspam
Britain`s got Torture - Edelcries...,spam
  its suzi,spam
 It`s amazing the DVDs I`ll put on my Netflix list just based on the trash potential inherent in their titles,notspam
"_august84 - requoting the gyaan - the more you live life, the more you fail to notice how you live it - quote By muthu...",spam
perkinz..  idk wat after dat tho. maybe sum ****. lol,spam
  You`re silly.,spam
"It`s 1:15 AM, and I hear a helicopter flying over my house. That`s kind of weird. In other news, my headache is back. BOOOOO.",spam
 Rofl u did?  Hahaha! Lemme tell Salman Munir =P =P,notspam
 YEA!! Way to go! Super excited for a great Midwest resource!!! Midwest pride!,notspam
Hi .. I have the net YAYY.. Im here for a short time though,notspam
Loving the sunshine! Wish poor Richie would feel better,notspam
and we`re in,spam
 heyy i have a sis of 1 year with 5 months and still she don t want to walk..,spam
"  hey, is your site down? I was going to listen to the web stream but can`t get to the site...",spam
"my mind is racing ... b/c of 4 words he wrote.  I hate him, but I hate her most. ... and I can`t keep from falling for him",spam
 I hope so ^^ Eclipse is up and running again btw!  http://tinyurl.com/d792yd,spam
"Uh, happy mother`s day mum.",notspam
"_bebop that`s lame, sorry",spam
 morning  how are you?,spam
_**** cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo,spam
 I`ll most definitely write about it! I look forward to your article on RE5 (if you do write about it) It should be fun.,notspam
" Hugs 4 kathy. Though my mom`s in heaven, I know she`s smiling at my accomplishments & all the people who keep me positive.",notspam
 oh noes I missed you again.,spam
 i don`t have anything being fwd through to mobileme and the last week i`ve gotten at least 4 -5 spam messages a day,spam
 ive been spending time w/my momma! we`re celebrating mother`s day for her early  ive been good! how was woodburn?,notspam
 Heard that your dad would be going here in September. Would you also come with him?,spam
" I heard it was disappointing, which I am disappointed by before I`ve even seen it.  What a waste of C. Bale.",spam
 ???!  #MandarinMonday,spam
" Yeah, I thought that was very little warning for you guys.   I don`t miss 12-9 shifts 6 days/wk with no break, that`s for sure",spam
"Right I now need breakfast. Let`s see if I can make it while Tweeting ;-) What am I thinking, I`m a bloke, multitasking is out lol",spam
 i`ll teleport it straight to you,spam
59 may be my new FAV number!!!,notspam
"So i have done absolutely NOTHING all day today...how pitiful is that...smdh...guess I cant go out 2nite, I gotta work  booo ",spam
Sad! Casue everyone is going their seperate ways! Never going to see my friends again!,spam
 cool np. It`s got me working on a series of designs.,notspam
Have to sell my car. It`s costing me too much. Can now afford one rollerskate. Bye bye petey,spam
  do it at like like 9 causeee im babysitting haha or you should call me causeee im kinda bored right now,spam
"_Jim I so much want to see the screen adaptation of Kick ****, but once i found out Nick cage was in it, my heart sank",spam
Oh it is so sunny.,spam
 Oh noes.  Hope you feel better soon. My head sympathizes with yours.,notspam
Sunburn is really bad now. Regretting sitting in the sun without suncream now,spam
I feel like I`m on alott of drugs,spam
 hehe his name was Jack Dawson & he died on the Titanic  u c that movie Miley?im watching it rite now. amazing.tell Leo I<3Him!,spam
" oic, where in Cavite? no sorry im not from America ... if you can see my profile, there`s no word like America there",spam
my throat hurts  gonna go read and go to bed. text mee!,spam
watching old skool fall out boy vids,spam
 join the club.,spam
$y_Spitta Was caught in traffic around the Howlin Wolf for about 30mins. I was wondering WTH was going on.....musta been nice!,notspam
 Agreed...this time of the year we should change the motto to 'The Soggy State'...my backyard looks like a swimming pool,spam
" Ohhh, i really want to see Coraline, it seems really good",notspam
why is it so **** cold ??!,spam
 FATTY! omg i just found the worst **** out and idk what to do i need to talk to you!! hopefully i see you when you get off work.,spam
 if you weren`t 'picky' (=precise) i might not find you as interesting to talk to,spam
 awee!,spam
 You WILL be succesful  Love You!,notspam
yeaaaah tangerang in vacation,spam
Yah me too,spam
I lost 15 dollars. I always lose my money,spam
"Well, looks like it is going to be another night without my snuggle bug  Missing my Big Girl.",spam
 but it is a good one,notspam
@_shannon1234 Shannie im so sorry! didnt mean to upset you! i just thought you would find it cute  im sorry dont be sad!,spam
totally the best part of my day was studying with   haha ok now i`m really leaving holly`s and i`ll be there shortly! peace!,notspam
"Going to clean my room but thats not hard. i keep my room pretty clean really....anyway, i could still be doing better things!!!!",spam
Got approximately 3 hours of sleep last night....I love my life,notspam
Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.,spam
 we have mice in our attic who clog dance,spam
i need to make more of an effort to meet some of my best online friends like   <3 but **** the money it costs D:,spam
 DUDE. same.  it hurts,spam
 Wish I was in Dallas.. Can I still say ow!? lol Hey... u spelled my name wrong  It`s all good. Thanks for #FF love,notspam
fall down,spam
In Study Hall with Brittneyy!!,spam
_flo well thats not nice... hope ur all good now,spam
I`ve been reading up on Sims 3 genetics on the Sims 2 forums. Apparently hair dye is passed on to offspring. I`m very disappointed,spam
 don`t know yet.. no word...   hopeful though!! and some good stuff happening lately so I`m getting excited!,notspam
 http://twitpic.com/4jguu - wow that is pretty  x,notspam
 that`s great! i was never so good at the jump roping...,spam
 The cast of True Blood was there,spam
 morning you,spam
new phone + zero contacts = poo. send me a message with your name so i can save your numbers thanks,notspam
Working on something exciting... and I cannot tweet about it for several months,spam
" U were great, as always. But, can`t we do an east Germany on noko? Or at least provoke them & then go in 4 the kill.",notspam
 its a nice pair of shoes. i checked other nike shoes if its worth buying... it is,notspam
So my coworker/friend told me the manager who sent me home is afraid she`s in trouble for sending me home haha. Dumb ****,spam
 wat u doin my bad im mixin this song,spam
 can I help in any way?,notspam
Signing out for the night - have a good Sunday night all,notspam
 I just got two tickets one for speeding and one for tinted windows,spam
@ Cleaning the house! going out at 3 to see a soccergame with friends,spam
And thanks for the gorgeous flowers.,notspam
It`s good to be home,notspam
AP: North Korea could opt for devastating land assault... http://tinyurl.com/nmg9ht (via _Report) Scary talk to say the least.  mm,spam
i need to go out of office again.. i am melting..,spam
Back home after a funeral for my wife`s grandfather today.  Now its time for homework,spam
http://twitpic.com/4wtii - new hair going to greeattt use!,notspam
Test another update... sorry for bothering all of u guys,spam
Calling it a night .... talk to yall tomorrow,spam
  that sucks,spam
Happy Mothers` Day to my mom and all the mothers in the world,notspam
i want to join drama practice today but i can`t,spam
#3breakupwords you have changed,spam
 oh ok  well im sendin lots of love ****,notspam
" nooooooooo....u never call me anymore  lol...but, i`ve been good too...rick ross is in town, might go 2 his show 2nite ;-)",notspam
" i`ll get my size 40`s out now, straight to the post office  See you later, hun",spam
 did she tell you why she hasnt? i miss my boge.,spam
_possa Happy Happy Bday Baby Girl. Love Ya!!!! Hope you get EVERYTHING you want,notspam
 haha i just realised it sounded a lot like stellllaaa lol. anyhoo i got ur facebook msg and will start working soon hopefully,notspam
ok      Love you girls. but work beckons.  Will come back later for #twpp,spam
 ... sounds like Jeff has the best job in the world!,notspam
just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!,spam
someone doesn`t feel good...,spam
Good Morning people!!! Have a great day,notspam
 u can see I just twitted them if its the real xmsirius that is. Let me know any other contact info. Lets transmit this!,spam
I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....,spam
" 100,000 / 60 = 1667 words/day.  1667 / 10 = 167 words/hour.  167 / 60 = 2.8 words/minute.  No pressure.",notspam
 in august with anberlin. they`re not headlining though  and yes there is a perth show,spam
Got some new clothes  and series one of supernatural on dvd,spam
 SHOUT OUT TO NIKKI....PLEASSSEEE   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),spam
I love Google`s Mothers day theme  http://tr.im/jtl8,notspam
_tha lol  congrats!,notspam
makin tea an its stressin me out,spam
" woah that`s cool  just landed in London about 2 and1/2 hours ago.I LOVE the scenery, beautiful ,",notspam
 thats terrible  I enjoy being with you every minute!,spam
 oh jealous. Though you`re missing the fried potato bread,spam
"  How vile are people, they have to remove things that have a value",spam
 you should not be wasting the may bank holiday in the crappy north- you should be down south in brighton where the party`s at,spam
@ punkrockchick25 Haha no i just saw a commercial for it. . You wouldnt kill me,spam
 guess I missed out on more than beer and a good time,spam
watching my favorite tv shows on HULU.com for free,notspam
So full from a great lunch and now stuck in traffic,spam
" well, as i mother & grandma i am a bit in a kidding mode",notspam
very very bad headache that is getting worse by the minute not better.,spam
wants  to come back online so that he can talk about all the gossip and horrible things which transpired today.,spam
 but but it was funny when I wrote it,notspam
 Thanks. Busy as **** is good in my book.,notspam
Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard,spam
 Thanks. Appreciate it.,notspam
Yay my ears match,notspam
 She`s the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts,spam
wonders if anyone would care if she died tomorrow,spam
 laundry instead of sitting here. that darn laundry keeps mocking me.,spam
Unstable broadband and electricity taking toll on my mental stability.,spam
 grr @ naplan. just finished my commerce & geo exams  good luck (Y),notspam
nice weather..looks like its going to rain here in #Delhi.,notspam
My tweetdeck won`t pull up.,spam
that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.,spam
an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.,spam
" i know, don`t tell anyone  i dont know if my dad told the famz yet. i think i`m taking it online.",spam
 Oooh you just spoiled my teenage fantasy,spam
"it`s been so nice all day, and now it looks like it`s going to rain...just when i was getting excited about taking photos when i get home",notspam
Yay! I just fixed my blog`s CSS problem that messed up the design,spam
" ohh yeahh (: i`m probs gonna be a loner to start with, thanks to the person i was gonna go with be a ****",spam
Wondering why it`s so cold - the skylight is open - I left the gas on this morning,spam
New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa.  Made you look. .. http://tinyurl.com/dm4b3q,spam
I`ll be grand....,spam
 I love my mom tooo,notspam
i had the best day ever! i missed him. more tomorrow too,notspam
#thingsmummysaid You need to learn to wash dishes and do laundry because I won`t always be here to do them for you. She was right,notspam
" yea - it`s mostly b/c I couldn`t sleep, but oh well, lunch time will come soon",spam
 ahhh I`m drinking some too!! And bride wars is really good,notspam
 im missin out on all the fun aww  *cryin* lol,spam
" Thanks, that was gonna be my next tweet...You the man  Figuratively speaking",notspam
" Yeah, Trimet says it`s a 1hr trip, I get home at 6:30/6:45-ish, so we`d arrive just as everyone was leaving.",spam
COTTIN WITH EMILYYYYYYYY,spam
_simple_girl  I have to miss the festivities this evening.  Heading up the hill and won`t have internet and no BB service.,spam
 I have popcorn and fruitcake now...but it`s just not the same as Chocolate,spam
_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff.  So we`re good then.,spam
_WOCKEEZ I`m missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,spam
this is absurd ! I feel like a dipping in the pool real quick . its too bad i dont have a poool,spam
Going to get a pedicure and the to CPK for lunch,spam
Why did everyone seem to leave me this weekend  ....sigh. In bed,spam
Going into town later to get myself a birthday present.  An iPod Touch will do nicely I think,notspam
"I`m off to bed. Head just won`t stop giving me pain. ahgg.. Let this sinus, allergy, whatever you are be over tomorrow! Sogni D`oro",spam
At the bus stop there`s always a big pile of loogies. So. Gross.,notspam
 well keep me posted if it comes out fully thanks,notspam
happy Star Wars day,notspam
"Thanks all for coming out tonight, hope ya had fun!",notspam
 i mean give. lol with a finger! then crash her car! lol jk. thats bad. just ignore her,spam
things are looking better and better! i think i might be quite happy,notspam
Had fun at the Airshow with the boys today - exhausted,spam
Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry,spam
one of my cat`s is sick,spam
"Just left Brooklyn going uptown for some latin coffee with a dollar sandwich, can`t find that in downtown Brooklyn, where Brooklyn @",spam
I can`t find my camera,spam
i think that i`m the only 1 on!!!,notspam
is feelin it,spam
"I`m the bird with broken wings, she`s the song i love to sing  you know who you are ****",notspam
 rofl. room is too small to dance,spam
@_mmmichelle you`re in france?!?! cheri!,spam
 that made me cry  poor hollie ****,spam
"OK, time to head into Urban Outfitters to see what catches my eye, then head home, since this rain is hindering any more pics for the day",spam
really annoyed that work appear to have blocked facebook now...,spam
Mothers Day,spam
_ PrintChick thx for sharen LUV IT,notspam
 delegate  I am now eating pate on toast a my wife is editing yesterday`s engagement shoot ;),spam
Ha! I think I really have lost it. Time to get ready for work.,spam
 hell yea its hot here  i miss cali,spam
YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.,notspam
 you writing fanfic? me read!,spam
 I`m saving up for a three burner weber for next year,spam
  Thanks Mr. DJ!,notspam
I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.,spam
" ohh sorry , thats someone else`s pic  my bad",spam
" *hugs* Oh gosh, I`m sorry",spam
"_ YEEEAH :`D lmao, dentists aren`t nice  espesh after they decide your too old for goodie bags with stickers & awesome toothpaste",notspam
 why do we need to wait another year for toy story 3?!,spam
"HAHAH, Did I hear MVP Chants in Atlanta`s Arena?  At least they get it right there, unlike at staples",spam
 haha well then maybe u shouldn`t be so weak  hehe jks  ****,notspam
Biggest food fight/mosh pit ever and i miss it from across the school,spam
I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it`s dead. http://tinyurl.com/mlh4f5,spam
#3wordsaftersex it hurts now,spam
" I can only imagine, but I know I love hearing about your novel!    I`m kinda awake, lol.  Will continue to do so, hopefully.",notspam
Gonna try to get a couple hours of sleep. Love going to bed at 9 am. Later Twitter,notspam
http://twitpic.com/4wi9p - playing with ethan. i love you baby,notspam
 how come? i want pizza,spam
Geez I`m hating bein at work till 10 on a day like this I feel like its a wasted lovley day,spam
"At every gas station, I look for postcards for   No luck.",spam
ya i walked into the wall thats why i have a plaster on my neck,spam
  Hey everyone! I just mixed the first single....!  'Why R U' ...I`m sooo excited!,notspam
Guys will go see Constance 	 logically,spam
did not sleep a wink last night  X,spam
 // i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg,spam
ahh! big scary bug flying around my room!!!!!,spam
"oh yes, the Cavs win game5, now onto game6. it`s still danger, they HAVE to win this one either, it`s no shot for the championship",spam
 Happy Anoop Day to you too Monica,notspam
"Just tried an energy drink to report back for you guys, and im sweating and have the worst cramps. I want to lie down",spam
Happy Mothers May to my Mak   Love you always! XOXO.,notspam
 i found out that there`s sushi with fake crab meat and it`s not good for you,spam
is thinking about a career change,spam
" meh, i feel fine now, it was crazy 10 minute sickness session, but now i`m hungry again",spam
 what sun?,spam
   Well....hopefully someday soon you can get one!,notspam
Under sooooo much stress lately,spam
 me too. ****.,spam
" Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn`t cut it anymore.",spam
"Do you have a chronic illness blog? Let me know, I`ll post your link on my own  www.ptsici.blogspot.com",spam
Weekend is getting close. Too bad I`ll be stuck up north  Hopefully I`ll be able to get out next weekend for some real life fun.,notspam
JT should just be a regular on SNL,spam
 #twappy http://bit.ly/D9qVk,spam
 It`s never too late - they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries!,spam
not at all happy...dont know what the reason is,spam
"_fan76 ROFL!  THAT`S my problem, only two hands",spam
"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...",spam
" What timeeee? My mom says I have to do something daw tomorrow, eh. But we`re never compelte!",spam
 I`ve been sat sunbathing in the bombed out church all day and left and missed you,spam
I know exactly where i should be,spam
" I`ve made a game for you, Stephen- http://tinyurl.com/ctw4ld - well, actually it`s for us, not you",spam
 thanks to follow. have a nice rest,notspam
 Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,notspam
" yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches",spam
I`ve been nudged!!! not much going on lately umped games over the wknd and i took one to the pills,spam
i just saw a bird slowly die right next to me,spam
 hahahaha where is that train? I want on! That should be a wild ride,notspam
Love the family feud episode with the kardashians tonight,notspam
I`m coming up with a new plan with my bestie. Oh this one is gonna be great.,notspam
Hmmm. http://www.djhero.com/ is down,spam
lmao...ummmm nothing...,spam
_90 haha agreed  LOL,notspam
 hello  I`m up late playing on the internet. I love you!,notspam
The music video I made for my  project for `This City is Contagious` by  is uploading to YouTube now.,spam
Theyre sappin mah sentry! errr yea... i`m without power at home right now,spam
crash in Qmbol,spam
 Perth Australia,spam
http://twitpic.com/4wgoq - The Beach was phenomenal 2day,notspam
" I forgot that was tonight! Was planning on heading down to the Cask, that might not be such a good idea",spam
Tired.....but can`t go to bed yet.....,spam
" You`re a night owl, too, huh?",spam
 haha no kidding... I listen to them all day long bud,notspam
"Going to group therapy session, can`t wait to spill my guts... Ha ha ha",spam
" Eat it, it`s good for you",notspam
happy mothers day  esp to my mommy,notspam
 What phone do you have -- an old rotary?,spam
" I had to look at it 3 times before it sunk in, totally shocked by it  tbh.",spam
 im in schaumburg rite now ... and u want ice cream lol its type chilly outside lol i got ice cream here,spam
i`m done.haha. HOUSE MD marathon ulet,notspam
" omginorite! I`d be all fancy and tophatted all the time, it`s really too bad I can`t grow a handlebar moustache..",spam
 got ya - that wouldn`t be so bad tho right?,spam
just finish clean up my computer/guest room`s cupboard! my stuffs,spam
just watched slumdog millionaire  its soo goood i love it :] but its sad!,spam
" I feel for you, that sounds like how Kiya was last night  all I can say is get comfy on the couch and enjoy the cuddles!",notspam
 .. Eh .. have u never heard of Belfast..? Where like EVERYONE loves you!?!,spam
wow its only 9:30,spam
" Yes.  Me too. I can`t understand why they have to do that. I mean, I know it`s all about Hollywood, but this thing is called love.",notspam
I hve a blister on my pinky nd it hurts soooo much!,spam
watching What Happens In Vegas!,spam
"oh happy day!!! nice weather, smiling, happy baby and icecream later",notspam
headed to the beach with puppy maverick hugs and much aloha,notspam
i want to borrow an MX5 this weekend,spam
 LOL! I had a peek at http://geehall.blogspot.com it`s coming along nicely  I totally understand about leaving the set quiet too.,notspam
_uk  o2 - train from Bristol to London. It`s terrible - and no wifi,spam
everything is spinning,spam
_serafina85 Its headed this way,spam
 the DS version sucks,spam
On my way to school not feeln this rainy day at all.... But I had lots of FUN this weekend  ....,spam
 congratulations i am heart hacker not a computer hacker@,notspam
I am going to be sooooo busy today it`s not funny. i hate busy day`s,spam
 I still have an hour.,spam
 Oh dear... that`s just... disturbing.   The coffee connoisseur in me just died a little.,spam
" Ouch, give me a heads up so I`ll know when to duck",spam
" the problem is, superstars always deliver huge files! too much energy pixels",spam
I just realised how much i love sundays,notspam
Wish my headache/almost migraine would go away!,spam
Hairspray in hair + lighter&bong = new haircut,spam
Listening to Jesse`s music  & on MySpace. Also getting the hang of Twiiter. I feel that i need more followers.  Don`t be shy!,spam
" Ahhh!  OK, remember the film now.  Never saw it though, will have to check it out. Thanks",notspam
"_traveler I want the Tix!  Oh, right.  I`m know where near Vacaville Ca.",spam
"a guy called me AD-HD kid earlier today, and that hurts",spam
im surfin..,spam
  meebo.com is a free thing & it doesn`t effect the comp that`s what i use .,notspam
insomniaa.  been trying to sleep for 2 hours . :|,spam
HAPPY MOTHERS DAY MAMMA,notspam
_1 welcome to the twitter world Andrew! tell david to have a twitter too haha just kiddin` i know he doesn`t want to have one.. booo..,spam
Just Decorated Moms Room While She Was Asleep For Mothers Day  She`ll Wake Up To A Banner And Balloons! Woo!,notspam
 Jealous I wanted see that film,spam
_HK very funny,notspam
 and its amazing  x,notspam
"My 100th post- dedicated to Sarah,sunny weather,and my love for that Snakes On A Plane (Bring It) song that should have died already.",spam
Chatting with matt from mercy mercedes lol.,spam
I`m at work and I`m still sick and I`m really pissed off about Sunday!!!,spam
 they do indeed  glad to hear everything is good with you. I`m great  life is good,notspam
Scramming a little early. Nibs sounds pathetic.,spam
I wash my dishes Like a boss!! LOL,spam
"I wish I was out of school...But sadly, I still have like another month left.",spam
 MAKE ME ONE! I`m still craving shrimp,spam
